"date","price","fly_to","departure_date","booking_days"
2018-04-07,49,"BRS",2018-05-01,24
2018-04-08,53,"BRS",2018-05-01,23
2018-04-09,61,"BRS",2018-05-01,22
2018-04-10,42.5,"BRS",2018-05-01,21
2018-04-11,61,"BRS",2018-05-01,20
2018-04-12,43.5,"BRS",2018-05-01,19
2018-04-13,64,"BRS",2018-05-01,18
2018-04-14,61,"BRS",2018-05-01,17
2018-04-15,61,"BRS",2018-05-01,16
2018-04-16,61,"BRS",2018-05-01,15
2018-04-17,67,"BRS",2018-05-01,14
2018-04-18,61,"BRS",2018-05-01,13
2018-04-19,52,"BRS",2018-05-01,12
2018-04-20,47,"BRS",2018-05-01,11
2018-04-21,49.5,"BRS",2018-05-01,10
2018-04-22,48.5,"BRS",2018-05-01,9
2018-04-23,44.5,"BRS",2018-05-01,8
2018-04-24,44,"BRS",2018-05-01,7
2018-04-25,50.5,"BRS",2018-05-01,6
2018-04-26,46,"BRS",2018-05-01,5
2018-04-27,46,"BRS",2018-05-01,4
2018-04-28,48.5,"BRS",2018-05-01,3
2018-04-29,45,"BRS",2018-05-01,2
2018-04-30,45,"BRS",2018-05-01,1
2018-02-22,97,"WAW",2018-05-01,68
2018-02-22,97,"WAW",2018-05-03,70
2018-02-22,97,"WAW",2018-05-08,75
2018-02-22,92,"WAW",2018-05-10,77
2018-02-22,87,"WAW",2018-05-12,79
2018-02-22,97,"WAW",2018-05-15,82
2018-02-22,107,"WAW",2018-05-17,84
2018-02-22,97,"WAW",2018-05-19,86
2018-02-22,107,"WAW",2018-05-22,89
2018-02-22,107,"WAW",2018-05-24,91
2018-02-22,107,"WAW",2018-05-26,93
2018-02-22,122,"WAW",2018-05-29,96
2018-02-22,117,"WAW",2018-05-31,98
2018-02-22,127,"WAW",2018-06-02,100
2018-02-22,127,"WAW",2018-06-05,103
2018-02-22,122,"WAW",2018-06-07,105
2018-02-22,136.5,"WAW",2018-06-09,107
2018-02-22,127,"WAW",2018-06-12,110
2018-02-22,126.5,"WAW",2018-06-14,112
2018-02-22,127,"WAW",2018-06-16,114
2018-02-22,139.5,"WAW",2018-06-19,117
2018-02-22,172.5,"WAW",2018-06-21,119
2018-02-22,183,"WAW",2018-06-23,121
2018-02-22,86,"WAW",2018-06-26,124
2018-02-22,127,"WAW",2018-06-28,126
2018-02-22,192,"WAW",2018-06-30,128
2018-02-23,82,"WAW",2018-05-01,67
2018-02-23,97,"WAW",2018-05-03,69
2018-02-23,97,"WAW",2018-05-08,74
2018-02-23,97,"WAW",2018-05-10,76
2018-02-23,87,"WAW",2018-05-12,78
2018-02-23,97,"WAW",2018-05-15,81
2018-02-23,102,"WAW",2018-05-17,83
2018-02-23,102,"WAW",2018-05-19,85
2018-02-23,97,"WAW",2018-05-22,88
2018-02-23,97,"WAW",2018-05-24,90
2018-02-23,107,"WAW",2018-05-26,92
2018-02-23,117,"WAW",2018-05-29,95
2018-02-23,117,"WAW",2018-05-31,97
2018-02-23,127,"WAW",2018-06-02,99
2018-02-23,126,"WAW",2018-06-05,102
2018-02-23,122,"WAW",2018-06-07,104
2018-02-23,127,"WAW",2018-06-09,106
2018-02-23,127,"WAW",2018-06-12,109
2018-02-23,137,"WAW",2018-06-14,111
2018-02-23,122,"WAW",2018-06-16,113
2018-02-23,137,"WAW",2018-06-19,116
2018-02-23,157.5,"WAW",2018-06-21,118
2018-02-23,183,"WAW",2018-06-23,120
2018-02-23,81.5,"WAW",2018-06-26,123
2018-02-23,86,"WAW",2018-06-28,125
2018-02-23,172.5,"WAW",2018-06-30,127
2018-02-24,87,"WAW",2018-05-01,66
2018-02-24,92,"WAW",2018-05-08,73
2018-02-24,97,"WAW",2018-05-15,80
2018-02-24,97,"WAW",2018-05-22,87
2018-02-24,117,"WAW",2018-05-29,94
2018-02-24,117,"WAW",2018-06-05,101
2018-02-24,132,"WAW",2018-06-12,108
2018-02-24,137,"WAW",2018-06-19,115
2018-02-24,77,"WAW",2018-06-26,122
2018-02-25,87,"WAW",2018-05-01,65
2018-02-25,87,"WAW",2018-05-08,72
2018-02-26,87,"WAW",2018-05-01,64
2018-02-26,87,"WAW",2018-05-08,71
2018-02-27,87,"WAW",2018-05-01,63
2018-02-28,87,"WAW",2018-05-01,62
2018-03-01,92,"WAW",2018-05-01,61
2018-03-02,97,"WAW",2018-05-01,60
2018-03-03,97,"WAW",2018-05-01,59
2018-03-04,107,"WAW",2018-05-01,58
2018-03-05,107,"WAW",2018-05-01,57
2018-03-06,107,"WAW",2018-05-01,56
2018-03-07,107,"WAW",2018-05-01,55
2018-03-08,107,"WAW",2018-05-01,54
2018-03-09,107,"WAW",2018-05-01,53
2018-03-10,87,"WAW",2018-05-01,52
2018-03-11,87,"WAW",2018-05-01,51
2018-03-12,87,"WAW",2018-05-01,50
2018-03-13,87,"WAW",2018-05-01,49
2018-03-14,92,"WAW",2018-05-01,48
2018-03-15,87,"WAW",2018-05-01,47
2018-03-16,87,"WAW",2018-05-01,46
2018-03-17,74,"WAW",2018-05-01,45
2018-03-18,82,"WAW",2018-05-01,44
2018-03-19,77,"WAW",2018-05-01,43
2018-03-20,87,"WAW",2018-05-01,42
2018-03-21,82,"WAW",2018-05-01,41
2018-03-22,87,"WAW",2018-05-01,40
2018-03-23,87,"WAW",2018-05-01,39
2018-03-24,87,"WAW",2018-05-01,38
2018-03-25,91.5,"WAW",2018-05-01,37
2018-03-26,87,"WAW",2018-05-01,36
2018-03-27,87,"WAW",2018-05-01,35
2018-03-28,82,"WAW",2018-05-01,34
2018-03-29,77,"WAW",2018-05-01,33
2018-03-30,82,"WAW",2018-05-01,32
2018-03-31,77,"WAW",2018-05-01,31
2018-04-01,77,"WAW",2018-05-01,30
2018-04-02,77,"WAW",2018-05-01,29
2018-04-03,81,"WAW",2018-05-01,28
2018-04-04,82,"WAW",2018-05-01,27
2018-04-05,92,"WAW",2018-05-01,26
2018-04-06,87,"WAW",2018-05-01,25
2018-04-07,87,"WAW",2018-05-01,24
2018-04-08,82,"WAW",2018-05-01,23
2018-04-09,87,"WAW",2018-05-01,22
2018-04-10,87,"WAW",2018-05-01,21
2018-04-11,87,"WAW",2018-05-01,20
2018-04-12,87,"WAW",2018-05-01,19
2018-04-13,87,"WAW",2018-05-01,18
2018-04-14,87,"WAW",2018-05-01,17
2018-04-15,87,"WAW",2018-05-01,16
2018-04-16,87,"WAW",2018-05-01,15
2018-04-17,102,"WAW",2018-05-01,14
2018-04-18,82,"WAW",2018-05-01,13
2018-04-19,92,"WAW",2018-05-01,12
2018-04-20,117,"WAW",2018-05-01,11
2018-04-21,107,"WAW",2018-05-01,10
2018-04-22,92,"WAW",2018-05-01,9
2018-04-23,69,"WAW",2018-05-01,8
2018-04-24,69,"WAW",2018-05-01,7
2018-04-25,87,"WAW",2018-05-01,6
2018-04-26,64,"WAW",2018-05-01,5
2018-04-27,46,"WAW",2018-05-01,4
2018-04-28,66,"WAW",2018-05-01,3
2018-04-29,66,"WAW",2018-05-01,2
2018-04-30,71.5,"WAW",2018-05-01,1
2018-02-22,35,"TRN",2018-05-01,68
2018-02-22,36,"TRN",2018-05-05,72
2018-02-22,34,"TRN",2018-05-08,75
2018-02-22,34,"TRN",2018-05-12,79
2018-02-22,34,"TRN",2018-05-15,82
2018-02-22,29,"TRN",2018-05-19,86
2018-02-22,29,"TRN",2018-05-22,89
2018-02-22,31,"TRN",2018-05-26,93
2018-02-22,31,"TRN",2018-05-29,96
2018-02-22,29,"TRN",2018-06-02,100
2018-02-22,29,"TRN",2018-06-05,103
2018-02-22,29,"TRN",2018-06-09,107
2018-02-22,30,"TRN",2018-06-12,110
2018-02-22,31,"TRN",2018-06-16,114
2018-02-22,30,"TRN",2018-06-19,117
2018-02-22,31,"TRN",2018-06-23,121
2018-02-22,31.5,"TRN",2018-06-26,124
2018-02-22,29,"TRN",2018-06-30,128
2018-02-23,37,"TRN",2018-05-01,67
2018-02-23,35,"TRN",2018-05-05,71
2018-02-23,32.5,"TRN",2018-05-08,74
2018-02-23,33.5,"TRN",2018-05-12,78
2018-02-23,34,"TRN",2018-05-15,81
2018-02-23,29,"TRN",2018-05-19,85
2018-02-23,29,"TRN",2018-05-22,88
2018-02-23,31,"TRN",2018-05-26,92
2018-02-23,32.5,"TRN",2018-05-29,95
2018-02-23,29,"TRN",2018-06-02,99
2018-02-23,29,"TRN",2018-06-05,102
2018-02-23,29,"TRN",2018-06-09,106
2018-02-23,34,"TRN",2018-06-12,109
2018-02-23,31,"TRN",2018-06-16,113
2018-02-23,30,"TRN",2018-06-19,116
2018-02-23,31,"TRN",2018-06-23,120
2018-02-23,31.5,"TRN",2018-06-26,123
2018-02-23,29,"TRN",2018-06-30,127
2018-02-24,37,"TRN",2018-05-01,66
2018-02-24,34,"TRN",2018-05-05,70
2018-02-24,35,"TRN",2018-05-08,73
2018-02-24,31,"TRN",2018-05-12,77
2018-02-24,34,"TRN",2018-05-15,80
2018-02-24,29,"TRN",2018-05-19,84
2018-02-24,29,"TRN",2018-05-22,87
2018-02-24,30,"TRN",2018-05-26,91
2018-02-24,31,"TRN",2018-05-29,94
2018-02-24,29,"TRN",2018-06-02,98
2018-02-24,29,"TRN",2018-06-05,101
2018-02-24,29,"TRN",2018-06-09,105
2018-02-24,33,"TRN",2018-06-12,108
2018-02-24,31,"TRN",2018-06-16,112
2018-02-24,30,"TRN",2018-06-19,115
2018-02-24,31,"TRN",2018-06-23,119
2018-02-24,30,"TRN",2018-06-26,122
2018-02-24,29,"TRN",2018-06-30,126
2018-02-25,35,"TRN",2018-05-01,65
2018-02-25,35,"TRN",2018-05-05,69
2018-02-25,31,"TRN",2018-05-12,76
2018-02-25,29,"TRN",2018-05-19,83
2018-02-25,29,"TRN",2018-05-26,90
2018-02-25,30,"TRN",2018-06-02,97
2018-02-25,29,"TRN",2018-06-09,104
2018-02-25,34,"TRN",2018-06-16,111
2018-02-25,31,"TRN",2018-06-23,118
2018-02-25,29,"TRN",2018-06-30,125
2018-02-26,37,"TRN",2018-05-01,64
2018-02-27,36,"TRN",2018-05-01,63
2018-02-28,41,"TRN",2018-05-01,62
2018-03-01,41,"TRN",2018-05-01,61
2018-03-02,35,"TRN",2018-05-01,60
2018-03-03,35,"TRN",2018-05-01,59
2018-03-04,35,"TRN",2018-05-01,58
2018-03-05,35,"TRN",2018-05-01,57
2018-03-06,35,"TRN",2018-05-01,56
2018-03-07,38,"TRN",2018-05-01,55
2018-03-08,37,"TRN",2018-05-01,54
2018-03-09,37,"TRN",2018-05-01,53
2018-03-10,35,"TRN",2018-05-01,52
2018-03-11,35,"TRN",2018-05-01,51
2018-03-12,35,"TRN",2018-05-01,50
2018-03-13,35,"TRN",2018-05-01,49
2018-03-14,35,"TRN",2018-05-01,48
2018-03-15,35,"TRN",2018-05-01,47
2018-03-16,35,"TRN",2018-05-01,46
2018-03-17,35,"TRN",2018-05-01,45
2018-03-18,38,"TRN",2018-05-01,44
2018-03-19,35,"TRN",2018-05-01,43
2018-03-20,34.5,"TRN",2018-05-01,42
2018-03-21,35,"TRN",2018-05-01,41
2018-03-22,33.5,"TRN",2018-05-01,40
2018-03-23,34,"TRN",2018-05-01,39
2018-03-24,35,"TRN",2018-05-01,38
2018-03-25,41,"TRN",2018-05-01,37
2018-03-26,37.5,"TRN",2018-05-01,36
2018-03-27,48.5,"TRN",2018-05-01,35
2018-03-28,57,"TRN",2018-05-01,34
2018-03-29,57,"TRN",2018-05-01,33
2018-03-30,48,"TRN",2018-05-01,32
2018-03-31,52.5,"TRN",2018-05-01,31
2018-04-01,57,"TRN",2018-05-01,30
2018-04-02,56.5,"TRN",2018-05-01,29
2018-04-03,56.5,"TRN",2018-05-01,28
2018-04-04,56,"TRN",2018-05-01,27
2018-04-05,46,"TRN",2018-05-01,26
2018-04-06,66,"TRN",2018-05-01,25
2018-04-07,56,"TRN",2018-05-01,24
2018-04-08,56,"TRN",2018-05-01,23
2018-04-09,44,"TRN",2018-05-01,22
2018-04-10,33,"TRN",2018-05-01,21
2018-04-11,33,"TRN",2018-05-01,20
2018-04-12,44,"TRN",2018-05-01,19
2018-04-13,38.5,"TRN",2018-05-01,18
2018-04-14,40.5,"TRN",2018-05-01,17
2018-04-15,44,"TRN",2018-05-01,16
2018-04-16,42,"TRN",2018-05-01,15
2018-04-17,77,"TRN",2018-05-01,14
2018-04-18,87,"TRN",2018-05-01,13
2018-04-19,91,"TRN",2018-05-01,12
2018-04-20,71,"TRN",2018-05-01,11
2018-04-21,53.5,"TRN",2018-05-01,10
2018-04-22,50,"TRN",2018-05-01,9
2018-04-23,40.5,"TRN",2018-05-01,8
2018-04-24,129,"TRN",2018-05-01,7
2018-04-25,44,"TRN",2018-05-01,6
2018-04-26,92.5,"TRN",2018-05-01,5
2018-04-27,99.5,"TRN",2018-05-01,4
2018-04-28,91,"TRN",2018-05-01,3
2018-04-29,91,"TRN",2018-05-01,2
2018-04-30,84,"TRN",2018-05-01,1
2018-02-22,94,"MAN",2018-05-01,68
2018-02-22,93,"MAN",2018-05-02,69
2018-02-22,93,"MAN",2018-05-03,70
2018-02-22,91,"MAN",2018-05-04,71
2018-02-22,91,"MAN",2018-05-05,72
2018-02-22,91,"MAN",2018-05-06,73
2018-02-22,91,"MAN",2018-05-07,74
2018-02-22,91,"MAN",2018-05-08,75
2018-02-22,91,"MAN",2018-05-09,76
2018-02-22,88,"MAN",2018-05-10,77
2018-02-22,86,"MAN",2018-05-11,78
2018-02-22,91,"MAN",2018-05-12,79
2018-02-22,91,"MAN",2018-05-13,80
2018-02-22,90,"MAN",2018-05-14,81
2018-02-22,90,"MAN",2018-05-15,82
2018-02-22,91,"MAN",2018-05-16,83
2018-02-22,90,"MAN",2018-05-17,84
2018-02-22,89.5,"MAN",2018-05-18,85
2018-02-22,91,"MAN",2018-05-19,86
2018-02-22,89.5,"MAN",2018-05-20,87
2018-02-22,89,"MAN",2018-05-21,88
2018-02-22,91,"MAN",2018-05-22,89
2018-02-22,91,"MAN",2018-05-23,90
2018-02-22,94,"MAN",2018-05-24,91
2018-02-22,92.5,"MAN",2018-05-25,92
2018-02-22,104,"MAN",2018-05-26,93
2018-02-22,98,"MAN",2018-05-27,94
2018-02-22,101,"MAN",2018-05-28,95
2018-02-22,96,"MAN",2018-05-29,96
2018-02-22,100.5,"MAN",2018-05-30,97
2018-02-22,105,"MAN",2018-05-31,98
2018-02-22,94,"MAN",2018-06-01,99
2018-02-22,94,"MAN",2018-06-02,100
2018-02-22,90.5,"MAN",2018-06-03,101
2018-02-22,91,"MAN",2018-06-04,102
2018-02-22,89.5,"MAN",2018-06-05,103
2018-02-22,89.5,"MAN",2018-06-06,104
2018-02-22,90.5,"MAN",2018-06-07,105
2018-02-22,89.5,"MAN",2018-06-08,106
2018-02-22,90.5,"MAN",2018-06-09,107
2018-02-22,90.5,"MAN",2018-06-10,108
2018-02-22,89,"MAN",2018-06-11,109
2018-02-22,96.5,"MAN",2018-06-12,110
2018-02-22,87.5,"MAN",2018-06-13,111
2018-02-22,84.5,"MAN",2018-06-14,112
2018-02-22,83,"MAN",2018-06-15,113
2018-02-22,80,"MAN",2018-06-16,114
2018-02-22,77,"MAN",2018-06-17,115
2018-02-22,77,"MAN",2018-06-18,116
2018-02-22,80,"MAN",2018-06-19,117
2018-02-22,98,"MAN",2018-06-20,118
2018-02-22,97,"MAN",2018-06-21,119
2018-02-22,97,"MAN",2018-06-22,120
2018-02-22,105,"MAN",2018-06-23,121
2018-02-22,110.5,"MAN",2018-06-24,122
2018-02-22,105,"MAN",2018-06-25,123
2018-02-22,94,"MAN",2018-06-26,124
2018-02-22,110,"MAN",2018-06-27,125
2018-02-22,164,"MAN",2018-06-28,126
2018-02-22,207,"MAN",2018-06-29,127
2018-02-22,207,"MAN",2018-06-30,128
2018-02-23,92,"MAN",2018-05-01,67
2018-02-24,93,"MAN",2018-05-01,66
2018-02-25,91,"MAN",2018-05-01,65
2018-02-26,94,"MAN",2018-05-01,64
2018-02-27,95,"MAN",2018-05-01,63
2018-02-28,95,"MAN",2018-05-01,62
2018-03-01,98,"MAN",2018-05-01,61
2018-03-02,101.5,"MAN",2018-05-01,60
2018-03-03,95,"MAN",2018-05-01,59
2018-03-04,105.5,"MAN",2018-05-01,58
2018-03-05,106,"MAN",2018-05-01,57
2018-03-06,101.5,"MAN",2018-05-01,56
2018-03-07,102,"MAN",2018-05-01,55
2018-03-08,97.5,"MAN",2018-05-01,54
2018-03-09,101.5,"MAN",2018-05-01,53
2018-03-10,93,"MAN",2018-05-01,52
2018-03-11,94,"MAN",2018-05-01,51
2018-03-12,90.5,"MAN",2018-05-01,50
2018-03-13,90.5,"MAN",2018-05-01,49
2018-03-14,92.5,"MAN",2018-05-01,48
2018-03-15,94,"MAN",2018-05-01,47
2018-03-16,94,"MAN",2018-05-01,46
2018-03-17,99.5,"MAN",2018-05-01,45
2018-03-18,98,"MAN",2018-05-01,44
2018-03-19,98,"MAN",2018-05-01,43
2018-03-20,101,"MAN",2018-05-01,42
2018-03-21,98,"MAN",2018-05-01,41
2018-03-22,102,"MAN",2018-05-01,40
2018-03-23,99.5,"MAN",2018-05-01,39
2018-03-24,94,"MAN",2018-05-01,38
2018-03-25,94,"MAN",2018-05-01,37
2018-03-26,94,"MAN",2018-05-01,36
2018-03-27,85.5,"MAN",2018-05-01,35
2018-03-28,88,"MAN",2018-05-01,34
2018-03-29,91,"MAN",2018-05-01,33
2018-03-30,90.5,"MAN",2018-05-01,32
2018-03-31,95.5,"MAN",2018-05-01,31
2018-04-01,91,"MAN",2018-05-01,30
2018-04-02,91,"MAN",2018-05-01,29
2018-04-03,94,"MAN",2018-05-01,28
2018-04-04,84,"MAN",2018-05-01,27
2018-04-05,89,"MAN",2018-05-01,26
2018-04-06,89,"MAN",2018-05-01,25
2018-04-07,84,"MAN",2018-05-01,24
2018-04-08,84,"MAN",2018-05-01,23
2018-04-09,94,"MAN",2018-05-01,22
2018-04-10,84.5,"MAN",2018-05-01,21
2018-04-11,84,"MAN",2018-05-01,20
2018-04-12,84.5,"MAN",2018-05-01,19
2018-04-13,84,"MAN",2018-05-01,18
2018-04-14,84,"MAN",2018-05-01,17
2018-04-15,84,"MAN",2018-05-01,16
2018-04-16,87,"MAN",2018-05-01,15
2018-04-17,84,"MAN",2018-05-01,14
2018-04-18,87,"MAN",2018-05-01,13
2018-04-19,94,"MAN",2018-05-01,12
2018-04-20,91,"MAN",2018-05-01,11
2018-04-21,91,"MAN",2018-05-01,10
2018-04-22,91,"MAN",2018-05-01,9
2018-04-23,89.5,"MAN",2018-05-01,8
2018-04-24,95,"MAN",2018-05-01,7
2018-04-25,90.5,"MAN",2018-05-01,6
2018-04-26,70,"MAN",2018-05-01,5
2018-04-27,68.5,"MAN",2018-05-01,4
2018-04-28,78,"MAN",2018-05-01,3
2018-04-29,77,"MAN",2018-05-01,2
2018-04-30,91.5,"MAN",2018-05-01,1
2018-02-22,71,"OTP",2018-05-01,68
2018-02-22,77,"OTP",2018-05-05,72
2018-02-22,70.5,"OTP",2018-05-08,75
2018-02-22,77,"OTP",2018-05-12,79
2018-02-22,77,"OTP",2018-05-15,82
2018-02-22,66,"OTP",2018-05-19,86
2018-02-22,77,"OTP",2018-05-22,89
2018-02-22,77,"OTP",2018-05-26,93
2018-02-22,77,"OTP",2018-05-29,96
2018-02-22,77,"OTP",2018-06-02,100
2018-02-22,87,"OTP",2018-06-05,103
2018-02-22,87,"OTP",2018-06-09,107
2018-02-22,87,"OTP",2018-06-12,110
2018-02-22,87,"OTP",2018-06-16,114
2018-02-22,82,"OTP",2018-06-19,117
2018-02-22,77,"OTP",2018-06-21,119
2018-02-22,77,"OTP",2018-06-23,121
2018-02-22,77,"OTP",2018-06-26,124
2018-02-22,76.5,"OTP",2018-06-28,126
2018-02-22,86,"OTP",2018-06-30,128
2018-02-23,77,"OTP",2018-05-01,67
2018-02-23,77,"OTP",2018-05-05,71
2018-02-23,74,"OTP",2018-05-08,74
2018-02-23,77,"OTP",2018-05-12,78
2018-02-23,77,"OTP",2018-05-15,81
2018-02-23,73.5,"OTP",2018-05-19,85
2018-02-23,70,"OTP",2018-05-22,88
2018-02-23,77,"OTP",2018-05-26,92
2018-02-23,87,"OTP",2018-05-29,95
2018-02-23,87,"OTP",2018-06-02,99
2018-02-23,87,"OTP",2018-06-05,102
2018-02-23,87,"OTP",2018-06-09,106
2018-02-23,87,"OTP",2018-06-12,109
2018-02-23,87,"OTP",2018-06-16,113
2018-02-23,77,"OTP",2018-06-19,116
2018-02-23,76.5,"OTP",2018-06-21,118
2018-02-23,87,"OTP",2018-06-23,120
2018-02-23,74,"OTP",2018-06-26,123
2018-02-23,76,"OTP",2018-06-28,125
2018-02-23,81.5,"OTP",2018-06-30,127
2018-02-24,77,"OTP",2018-05-01,66
2018-02-24,71,"OTP",2018-05-05,70
2018-02-24,71,"OTP",2018-05-08,73
2018-02-24,79,"OTP",2018-05-12,77
2018-02-24,68.5,"OTP",2018-05-15,80
2018-02-24,87,"OTP",2018-05-19,84
2018-02-24,66,"OTP",2018-05-22,87
2018-02-24,71.5,"OTP",2018-05-26,91
2018-02-24,87,"OTP",2018-05-29,94
2018-02-24,77,"OTP",2018-06-02,98
2018-02-24,77,"OTP",2018-06-05,101
2018-02-24,87,"OTP",2018-06-09,105
2018-02-24,87,"OTP",2018-06-12,108
2018-02-24,87,"OTP",2018-06-16,112
2018-02-24,82,"OTP",2018-06-19,115
2018-02-24,74,"OTP",2018-06-26,122
2018-02-25,68.5,"OTP",2018-05-01,65
2018-02-25,71,"OTP",2018-05-05,69
2018-02-25,71,"OTP",2018-05-12,76
2018-02-25,71,"OTP",2018-05-19,83
2018-02-25,82,"OTP",2018-05-26,90
2018-02-25,77,"OTP",2018-06-02,97
2018-02-25,87,"OTP",2018-06-09,104
2018-02-25,87,"OTP",2018-06-16,111
2018-02-26,66,"OTP",2018-05-01,64
2018-02-27,74,"OTP",2018-05-01,63
2018-02-28,66,"OTP",2018-05-01,62
2018-03-01,66,"OTP",2018-05-01,61
2018-03-02,66,"OTP",2018-05-01,60
2018-03-03,66,"OTP",2018-05-01,59
2018-03-04,63.5,"OTP",2018-05-01,58
2018-03-05,71,"OTP",2018-05-01,57
2018-03-06,71,"OTP",2018-05-01,56
2018-03-07,71,"OTP",2018-05-01,55
2018-03-08,77,"OTP",2018-05-01,54
2018-03-09,71,"OTP",2018-05-01,53
2018-03-10,71,"OTP",2018-05-01,52
2018-03-11,71,"OTP",2018-05-01,51
2018-03-12,76.5,"OTP",2018-05-01,50
2018-03-13,69.5,"OTP",2018-05-01,49
2018-03-14,71,"OTP",2018-05-01,48
2018-03-15,71,"OTP",2018-05-01,47
2018-03-16,66,"OTP",2018-05-01,46
2018-03-17,66,"OTP",2018-05-01,45
2018-03-18,61,"OTP",2018-05-01,44
2018-03-19,68,"OTP",2018-05-01,43
2018-03-20,67,"OTP",2018-05-01,42
2018-03-21,68,"OTP",2018-05-01,41
2018-03-22,71,"OTP",2018-05-01,40
2018-03-23,66,"OTP",2018-05-01,39
2018-03-24,66,"OTP",2018-05-01,38
2018-03-25,68.5,"OTP",2018-05-01,37
2018-03-26,71,"OTP",2018-05-01,36
2018-03-27,68,"OTP",2018-05-01,35
2018-03-28,67,"OTP",2018-05-01,34
2018-03-29,68,"OTP",2018-05-01,33
2018-03-30,68,"OTP",2018-05-01,32
2018-03-31,66,"OTP",2018-05-01,31
2018-04-01,61.5,"OTP",2018-05-01,30
2018-04-02,66,"OTP",2018-05-01,29
2018-04-03,61.5,"OTP",2018-05-01,28
2018-04-04,62,"OTP",2018-05-01,27
2018-04-05,61,"OTP",2018-05-01,26
2018-04-06,56,"OTP",2018-05-01,25
2018-04-07,58.5,"OTP",2018-05-01,24
2018-04-08,58.5,"OTP",2018-05-01,23
2018-04-09,61,"OTP",2018-05-01,22
2018-04-10,71,"OTP",2018-05-01,21
2018-04-11,71,"OTP",2018-05-01,20
2018-04-12,66,"OTP",2018-05-01,19
2018-04-13,61,"OTP",2018-05-01,18
2018-04-14,61,"OTP",2018-05-01,17
2018-04-15,53.5,"OTP",2018-05-01,16
2018-04-16,51,"OTP",2018-05-01,15
2018-04-17,51,"OTP",2018-05-01,14
2018-04-18,33,"OTP",2018-05-01,13
2018-04-19,39.5,"OTP",2018-05-01,12
2018-04-20,44.5,"OTP",2018-05-01,11
2018-04-21,102,"OTP",2018-05-01,10
2018-04-22,56,"OTP",2018-05-01,9
2018-04-23,42,"OTP",2018-05-01,8
2018-04-24,66,"OTP",2018-05-01,7
2018-04-25,77,"OTP",2018-05-01,6
2018-04-26,107,"OTP",2018-05-01,5
2018-04-27,112,"OTP",2018-05-01,4
2018-04-28,112,"OTP",2018-05-01,3
2018-04-29,117,"OTP",2018-05-01,2
2018-04-30,117,"OTP",2018-05-01,1
2018-02-22,76,"FKB",2018-05-01,68
2018-02-22,76,"FKB",2018-05-05,72
2018-02-22,59.5,"FKB",2018-05-08,75
2018-02-22,71,"FKB",2018-05-12,79
2018-02-22,64.5,"FKB",2018-05-15,82
2018-02-22,70,"FKB",2018-05-19,86
2018-02-22,69.5,"FKB",2018-05-22,89
2018-02-22,83,"FKB",2018-05-26,93
2018-02-22,69.5,"FKB",2018-05-29,96
2018-02-22,75.5,"FKB",2018-06-02,100
2018-02-22,69,"FKB",2018-06-05,103
2018-02-22,69,"FKB",2018-06-09,107
2018-02-22,75.5,"FKB",2018-06-12,110
2018-02-22,82,"FKB",2018-06-16,114
2018-02-22,69,"FKB",2018-06-19,117
2018-02-22,64,"FKB",2018-06-23,121
2018-02-22,70.5,"FKB",2018-06-26,124
2018-02-22,82,"FKB",2018-06-30,128
2018-02-23,70,"FKB",2018-05-01,67
2018-02-23,76.5,"FKB",2018-05-05,71
2018-02-23,70.5,"FKB",2018-05-08,74
2018-02-23,69,"FKB",2018-05-12,78
2018-02-23,60,"FKB",2018-05-15,81
2018-02-23,70,"FKB",2018-05-19,85
2018-02-23,70,"FKB",2018-05-22,88
2018-02-23,69.5,"FKB",2018-05-26,92
2018-02-23,69,"FKB",2018-05-29,95
2018-02-23,75.5,"FKB",2018-06-02,99
2018-02-23,76,"FKB",2018-06-05,102
2018-02-23,75.5,"FKB",2018-06-09,106
2018-02-23,70,"FKB",2018-06-12,109
2018-02-23,82,"FKB",2018-06-16,113
2018-02-23,69,"FKB",2018-06-19,116
2018-02-23,69,"FKB",2018-06-23,120
2018-02-23,59,"FKB",2018-06-26,123
2018-02-23,75.5,"FKB",2018-06-30,127
2018-02-24,60,"FKB",2018-05-01,66
2018-02-24,52,"FKB",2018-05-05,70
2018-02-24,83,"FKB",2018-05-08,73
2018-02-24,55.5,"FKB",2018-05-12,77
2018-02-24,60,"FKB",2018-05-15,80
2018-02-24,69,"FKB",2018-05-19,84
2018-02-24,70,"FKB",2018-05-22,87
2018-02-24,69,"FKB",2018-05-26,91
2018-02-24,70,"FKB",2018-05-29,94
2018-02-24,59,"FKB",2018-06-02,98
2018-02-24,69.5,"FKB",2018-06-05,101
2018-02-24,82,"FKB",2018-06-09,105
2018-02-24,69,"FKB",2018-06-12,108
2018-02-24,82,"FKB",2018-06-16,112
2018-02-24,69,"FKB",2018-06-19,115
2018-02-24,82,"FKB",2018-06-23,119
2018-02-24,70.5,"FKB",2018-06-26,122
2018-02-24,82,"FKB",2018-06-30,126
2018-02-25,52,"FKB",2018-05-01,65
2018-02-25,69,"FKB",2018-05-05,69
2018-02-25,64.5,"FKB",2018-05-12,76
2018-02-25,69,"FKB",2018-05-19,83
2018-02-25,60,"FKB",2018-05-26,90
2018-02-25,55.5,"FKB",2018-06-02,97
2018-02-25,69,"FKB",2018-06-09,104
2018-02-25,82,"FKB",2018-06-16,111
